text,nama paslon
"Wajar kalau pak prabowo gugup, karena beliau gak pandai merangkai kata manis kek capres lain,pak prabowo bicara dari dalam hati,dan apa adanya. Salut pak sy tetap mendukung anda, untuk ketiga kalinya,semoga kali ini Allah SWT mengijinkan pak prabowo naik dan menjabat, Allah SWT maha tau ketulusan hati pak prabowo",prabowo subianto
Kata2 Pak Prabowo sangat menyentuh hati karena kita bisa merasakan ketulusan dan keikhlasan  dari kedalaman hati Beliau.. semangatt Pak Prabowo karena sekarang ini banyak masyarakat yang sangat membutuhkan dan  mencintai Bapak Prabowo..good luck Gbu all.. salam dua jariâœŒâœŒ,prabowo subianto
"PAK PRABOWO KETULUSAN BAPAK SAYA APRESIASI, TAPI SAYANG BAPAK PILIH PADNER YG SALAH BESAR.",prabowo subianto
"1 dan 3 emang pinter ngomong saya akui pak prabowo kalah dalam hal ini. Tapi kalo urusan actionnya dan ketulusannya, pak prabowo lah yang paling unggul. Salam 2024 prabowo gibran pemimpin Indonesia ðŸ‡®ðŸ‡©",prabowo subianto
Saya bisa merasakan ketulusan Bpk Prabowo untuk Negara Indonesia ini,prabowo subianto
ketulusan prabowo sangat nampak....betul kata GUS DUR dahulu...yang tulus diantara merka adalah PRABOWO ðŸ™ðŸ™,prabowo subianto
Masya Allah Pak Prabowo sangat Haru melihat bapak d debat kali iniðŸ¥ºðŸ¥º<br>Sangat nampak ketulusan bapak dalam mengasuh dan memimpin bangsa ini<br>Tak ada satu manusiapun yg luput dari dosa masa lalu pak<br>Namun ketulusan dan keikhlasan bapak dalam memperbaiki diri dan berkorban dalam memperbaiki pondasi masa depan bangsa sudah cukup pak.<br>Insya Allah d akhir hayat bapak<br>Di tahun 2024 Allah akan memberikan Kado terindah untuk Bapak juga Bangsa indonesia<br>Aamiin.....ðŸ¤²ðŸ¼ðŸ¤²ðŸ¼ðŸ¤²ðŸ¼ðŸ¤²ðŸ¼ðŸ¤²ðŸ¼ðŸ˜˜,prabowo subianto
"Prabowo adalah orang yang dulu paling tidak saya suka, tapi sekarang saya sangat suka cara bicara yang tangkas dan setiap kata yg terucap saya rasakan dari ketulusan hati untuk memimpin RI",prabowo subianto
"Pak Prabowo Subianto, wajahmu seperti ayahku, ketulusanmu seperti ibuku.. rangkaian kata bapak lebih indah buat saya, lebih tulus, lebih dimengerti.. Pertahanan Indonesia itu tidak boleh dibicarakan sembarang tempat, meskipun itu debat akan tetapi banyak politik luar negeri yg melihat kita itu sebagai suatu kelemahan yg dipublikasikan.. terima kasih pak prabowo, tidak menanggapi secara detail tentang kelemahan pertahanan Indonesia kita ini.. saya percaya, bapak lebih mengerti dalam bidang pertahanan.. saya akan pastikan All In Prabowo Subiantoâ¤",prabowo subianto
"Tenang pak prabowo, ketulusan tak kan bisa dikibuli.<br>Hati2, pak yg tadinya serasa berteman sejalan beralihnya waktu bisa balik menikam (kamuplase kebaikan)..",prabowo subianto
"Pak anis masih kekanak kanakan. Pak ganjar omongannya terlalu muter2 shgga ngawang aja,datar.pinter omong .disini sy mlihat ketulusan dr pak probowo...",prabowo subianto
"Yg terlihat tulus untuk indonesia hanyalah pak Prabowo<br>Tetap rendah hati nggih pak, birkan mereka menjatuhkan demi ambisi yg hanyalah ngomong doang tanpa ada ketulusan<br>Prabowo Gibran âœŒï¸",prabowo subianto
"Pak anis dan ganjar sangat pandai BICARA ðŸ˜‚ tapi saya sbg penduduk jakarta tidak merasakan hasil apa2 dari kepemimpinan anis ðŸ˜…ðŸ˜…ðŸ˜… Prabowo tidak pandai merangkai kata kata, tapi ketulusannya terlihat jelas tanpa dibuat buatâ€¦Semoga kalian tidak salah pilih â¤ðŸ˜Š",prabowo subianto
Jika soal debat.. saya setuju dengan pendapat kalian soal pak anies yg bijaksana tapi saya melihat ketulusan dan benar benar ingin memperbaiki Indonesia hanya ada didalam diri pak probowo..ðŸ¥º itulah yg saya rasakan setelah mendengar dan melihat debat pertama ini,prabowo subianto
Prabowo tidak pintar ber akting mengungkapkan ketulusanya.intinya rakyat banyak yg tau jika kata2 indah itu tidak mudah untuk di percaya lg.,prabowo subianto
Ketulusan pak prabowo membuatku luluhâ¤,prabowo subianto
ðŸ˜Šsaya terus terang saya suka apa yg di sampaikan pak prabowo gk banyak omong gk banyak janji saya tau sampean bersifat hati&quot;sebelum berbicara dan mengucapkan janji ketulusan mu akan kami balas indonesia 2024 pasti jatuh ke tangan mu pak prabowo karna banyak rakyat yg ingin anda terpilih ðŸ˜‚ kalok bener terpilih saya langsung sukuranðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚wkwkwk,prabowo subianto
"Rakyat tdk butuh janji manis bak surga, rakyat butuh realita yg harus diperbaiki secara bertahap... pak prabowo tdk obral janji tp sorot matanya beribu makna ketulusan.",prabowo subianto
"Saya pendukung pak Prabowo, saya meliat ketulusan dimata beliau, saya percaya beliau akan memajukan Indonesia",prabowo subianto
kelihatan banget ketulusan pak prabowo disiniðŸ˜¢ðŸ˜¢ semoga negara ini bapak yang akan memimpin nya,prabowo subianto
Ketulusan  prabowo  jelas.. Smoga  bliau  ttap  seht  Amiin,prabowo subianto
emanng pak prabowo gak pintar bicara tapi lihat ketulusan nya sy percaya prabowo yg terbaiiiiiiik   merdekaaaaaaaa,prabowo subianto
"saya makin yakin sama pak prabowo, bisa dilihat ketulusan dan apa adanya pak prabowo, gak seperti calon lain bermuka 2",prabowo subianto
Semakin jatuh hati kepada bapak ðŸ’ž Prabowo..<br>Ketulusan mu pada negri ini terlihat sangat jelas..,prabowo subianto
"Ternyata masih banyak orang yang mencintai ketulusan  seorang pemimpin, tenag pak Prabowo kami siap mendukung dan mendoakan mu",prabowo subianto
Dan engkau akan menjadi kepala bukan ekor <br>Diberkatilah dirimu dengan ketulusan hatimu<br>Hidup Pak Prabowo,prabowo subianto
"Ntah kenapa lihat pak prabowo sekarang aku selalu berlinang, image2 bengis yang berseliweran sangat berbanding terbalik dengan fakta yang terlihat sekarang... Sehat terus pak prabowo, kami yakin orang2 bakal tau mana yang ambisius mana orang yang tulus... Salut buat ketulusan pak prabowo dalam mengabdi untuk negara",prabowo subianto
"Dari sini kita bisa lihat ketulusan dan keikhlasan bapak Hj.Prabowo Subianto, Walau berkali-kali dia di serang Tapi ia hanya mengaum kan atas nama Rakyat Indonesia.. Mereka berusaha menjatuhkan bpk.prabowo Namun Tak akan pernah sebanding.. Sungguh Begitu baik Hati mu pak, semoga panjang umur Dan Tahun ini dipimpin Oleh bapakâ¤ï¸ðŸ‡®ðŸ‡©âœŒï¸",prabowo subianto
Ketulusan bpk prabowo sangat pantas menjadi pemimpin rakyat indonesia â¤sehat selalu bpk,prabowo subianto
"berapa kali prabowo jadi capres gak pernah saya dukung. tapi kali ini memang beda, setelah dia ada dibawa kepemimpinan jokowi, berangsur angsur ke egoan nya berubah. tapi jiwa dia sebagai prajurit sejati yang pantang menyerah bisa kita saksikan bersama walau beberapa kali gagal jadi presiden, dia pantang menyerah. padahal kalau hanya sekedar uang, dia nyari banyak banyak buat siapa sih? bini gak punya dan anak cuma semata wayang, masalah kemewahan pun dia bukan orang kaya baru kemaren sore. jadi apa yang dia cari? dia ingin berbakti pada negri ini sampai akhir hayatnya. Karena itu, sebelum ajal menjemputmu Jendral, semoga kamu bisa mencapai karir tertinggi dalam hidup mu. Tadi sore kamu datang ke kota ku. sayang sekali aku tak bisa menjumpaimu. Salam hormat Jendral, Semoga cita citamu tercapai.",prabowo subianto
"Pak Prabowo adalah orang ikalas dan kesatria dia tidak penah menyerah mesti di permalukan, mesti di hianati dia akan ttp tegak berdiri mesti demi negeri, mesti seluruh hiudpnya di pertaruhkan, orang yg hidup dan matinya untuk negara",prabowo subianto
"pak prabowo tetap no satu pantang menyerah adalah jiwa kesatria,dan pak prabowo sangat tau keperluan indonesia",prabowo subianto
"Nomor 1 teruji berkhianat (ke Prabowo dan Alm Gusdur), No.2 Terkesan ambisius tp pantang menyerah demi mimpi beliau dan bersikap tegas walau dikhianatin berkali2, no.3 wes lah disetir partai gmn mo bikin kebijakan klo bnyk kepentingan partai. Indonesia butuh Pemimpin absolut dan tegas tanpa takut disetir org lain dan berjiwa jujur ksatriaðŸ˜",prabowo subianto
"Saya tau rasanya menjadi orang seperti pak probowo,yang tak pandai merangkai kata2 dan slalu menjaga hati,sehingga tutur katanya terbatas,jujur,amanah pantang menyerah cinta NKRI.<br>Maju terus pak prabowo kami rakyat jelata bisa merasakan pemimpin yg tulus untuk kami,Doa kami menyertai pak prabowo dan pak gibran, insyaallah menang di pemilu tahun2024ðŸŽ‰ Aamiin ya rabbal al&#39;aamiin.",prabowo subianto
prabowo udh terlanjur tajir melintir 2 kali gagal patang menyerah  harapan besar akan royal pengabidanya untuk indonesia lebih maju di banding lawan nya...,prabowo subianto
Dukung pk prabowo Bliau adalah orang yg tk pantang menyerah smoga pk prabowo jd pemimpin negara ini 5 thun kmudian kami butuh prubahan tentang ekonomi pak,prabowo subianto
"Tidak ada kata menyerah dalam hati seorang pejuang, menang kalah biasa jangankan menang kalah mati dlm pertempuran kita siap,,,,all in Prabowo",prabowo subianto
"Walaupun umur sdh tua, tapi semangat pak prabowo masih yg mngebuÂ², org yg paling ikhlas tulus hatinya kata gusdur, dan beliau sudah tak butuh harta, gajinya sbgai mentri pun ga ia ambil, malah ia gunakan utk menyekolahkan anakÂ² indo, byk halÂ² kebaikan yg ga ia sebarluaskan!! beliau hanya ingin mmprtaruhkan jiwa raga utk tanah air ini, ak mndukungmu pak, wlwpun udh 3x nyapres, bpa tak pantang menyerah!!!!!",prabowo subianto
"Sudah dua kali pak Prabowo blm rezeki nya jadi presiden,smoga thun ini beliau mnjadi presiden,bner bner tidak ada pantang menyerah,salut buat pak Prabowo",prabowo subianto
Prabowo kurang pandai berbicara tp pasti pandai memimpin Indonesia bkn pandai merangkai kata tp ujung 2 nya manis di bibir pahit Ahir nya.,prabowo subianto
"pak Ganjar penuh action dan drama sedangkan anis pandai merangkai kata dan mengemas dalam kata2 yg indah, prabowo ngomong apa adanya dgn data yg ada di pikirannya.. mereka semua baik dr yg terbaik sehingga di  usung maju oleh partai masing-masing, tp sangat di sayangkan perdebatan nya lebih kepada menyerang personal / pembunuhan karakter sehingga gagasan visi misi untuk negara ini kurang tersampaikan dgn baik, terlebih lagi waktu sangat singkat",prabowo subianto
"Anis sama ganjar jago ngomong, prabowo mungkin gak pintar merangkai kata2 tapi kalau soal kerja dan cinta Tanah Air beliau yg benar2 tulus keliatannya untuk membelah Negara Indonesia..",prabowo subianto
"Betul kata pak Jokowi.ini semua trlau banyak drama nya,bnyk menyeh&quot; nya. &quot; Skrng sindir menyindir ,roasting meroasting ,sindir dengan cara halus lagi ZAMANNYA!! <br><br>DISINI YG SAYA LIAT ,PAK ANIS ,HANYA PANDAI, MERANGKAI KATA YG INDAH.DAN MENYINDIR DAN MENYUDUTKAN LAWAN ,YANG BERSIFAT LANGIT. GANJAR,GANJAR HANYA BERMAIN AMAN.KARNA DIA TAU EKSTABILITAS NYA BERKURANG DI MASYARAKAT,KARNA CAPRES KALI INI PERAN UTAMA NYA HANYA PRABOWO DAN ANIS..<br><br>POINNYA YG SAYA MAKSUD ADALAH. PAK &quot;PRABOWO&quot; BERBJCARA APA ADANYA ,SESUAI KAPASITASNYA DIA.DIA TIDAK MENJATUHKAN LAWAN.TIDAK MENYINDIR LAWAN.DAN HANYA BERBICARA BERDASARKAN FAKTA TANPA CARI MUKA.<br>INTINYA ADALAH PAK PRABOWO ADALAH ORNG YG PALING IKHLAS UNTUK BANGSA INI.<br> PAK PRABOWO.SAYA MENDUKUNG MU PAK",prabowo subianto
"Pak anis cocok jd pujangga yg pandai merangkai kata2 indah, penulis puisi, atu skenario, pak ganjar cocok jdi aktifis atu apa ya yg slu kritik org lain trutama pmerintah, tapi klo untuk jdi presiden prabowo aja lah yg sdh tau situasi dlm lapangan dan sdh byk mrasakan langsung perjuangan. Ga lebay, dan juga berjiwa besar.â¤ no 2",prabowo subianto
"YANG REAL DAN NYATA MASUK AKAL KERJA NYATA, TANPA HRS MENJATUHKAN LAWAN, DEBAT INI PAK PRABOWO THE BEST KONSISTEN DARI AWAL, GAK BANYAK PUISI MERANGKAI KATA, GAK FAEDAH MUKA LICIK ðŸ˜„.",prabowo subianto
Pak Prabowo berbicara  apa adanya dan beliau tidak bisa merangkai kata-kata tetapi kerja sebagai bukti nyata,prabowo subianto
pak prabowo lbh menguasai masalah dlm negara ini....krn beliau prnh jd menhan...ganjar santai tp cerdas...anis hny merangkai kata ðŸ˜‚,prabowo subianto
"Pak anis mmg pinter klo tentang berkata kata sgt manis ðŸ˜… tp Prabowo lebih ke bukti nyata dan fakta beliau mmg gk pinter klo soal merangkai kata,tp lebih ke bukti nyata.",prabowo subianto
"Untuk berkata kata memang prabowo kalah telak, untuk akting ganjar lebih entertain dan menjual, untuk menyalurkan unek2 masyarakat tersalurkan oleh Pemikiran Anies. Tapi ini hanya debat, tidak hanya perkataan saja atau sanggah menyanggah tp harus ada kerja nyata. Kadang orang yg berapi2 kelu mulutnya kerjanya patut diperhitungkan dan yg pandai merangkai kata untuk merayu masyarakat suka terjebak dgn perkataannya sendiri ketika terjun kelapangan dan tidaj tahu apa yang sebenarnya ada di depan mata mereka. Atau bahkan menutupi kotoran yg ada, Semoga presiden yg terpilih fleksibel, humanis, berdedikasi tinggi kpd negara dan memiliki hati nurani dan tidak tunduk 100% pada partai.",prabowo subianto
Walaupun pak prabowo dia gk pandai dalam merangkai kata2 dan berbicara dengan ideologis tetapi dia berbicara dengan sesuai karakter nya yang tidak dibuat2 yang artinya dia memberikan sesuatu sesuai fakta bukan dengan kata2 tapi tidak ada tindakan. Tetap semangat pak Prabowo.,prabowo subianto
"tetap pada prabowo, karena beliau lebih paham tentang bangsa ini ,kondisi saat ini, karena beliau patriot sejati  bangsa, tidak banyak omong dan merangkai kata.... nomor 2 Bismillah",prabowo subianto
Semakin yakin Prabowo Gibran akan menang 1 Putaran<br>Apa yang disampaikan alami dan sesuai dengan apa yg dibutuhkan rakyat saat ini<br>Walau pak Prabowo bukanlah orang yg pandai merangkai kata kata namun beliau menunjukkan sosok Patriot sejati,prabowo subianto
"Apa yg di tanyakan pak Anies di debat capres pertama di babat habis oleh mas Gibran sekarang,,, cawapres Paslon 1 kena ulti oleh mas Gibran ( Jangan panggil aku bocah ingusan paman ) pak Prabowo bukan orang yang pandai merangkai kata, karena beliau orang lebih banyak bertidak dari pada bicara ,, <br>No 2 selalu di hati. â¤â¤",prabowo subianto
"Pak prabowo emng gapandai merangkai katakata tapi dia lebih ke aksi dan bukti nyataaaa, sehat selalu pak prabowoâ¤",prabowo subianto
"Aku suka presidennya nnti pak prabowo, beliau jujur, dan memang nggak pintar merangkai kata, tapi akan lebih ke aksi nyata, bismillah buat jenengan pak",prabowo subianto
"Menurut sy memang pak Prabowo dari dulu orangnya gk pandai debat dan merangkai kata, tp lebih ke &#39;talkless do more&#39; krn beliau lebih banyak kerja terjun langsung ke lapangan, jd ya jwb apa adanya dan keliatan gugup klo debat sm yg pintar ngomong, ditambah lagi beliau didikan militer jd terkesan emosional...visi misi dan gagasan semua capres bagus, tinggal kita nya yg harus pinter2 milih mana kira2 yg komitmen sama semua perkataan dan janjinya.",prabowo subianto
Semakin kuat hatiku memilih prabowo walaupun tidak pintar merangkai kata seperti yang sebelah,prabowo subianto
Indonesia hanya butuh pemimpin yg jujur&amp; ikhlas untuk bangsa dan negara.P Prabowo tdk pandai merangkai kata-kata tapi keikhlasan ketegasan beliau untuk membela bangsa dan negara jangan di ragukan lagi.,prabowo subianto
"Prabowo luar biasa...,tidak pernah menjatuhkan orang ....,,,punya prinsip sendiri...tidak kebanyakan merangkai kata",prabowo subianto
Pa prabowo emang gak bisa merangkai kata...tapi krj nya pasti...gak byak ngomong tapi kerja terbuktiâ¤,prabowo subianto
"Prabowo cuman harus belajar merangkai kata, karena saya yakin kalo asli nya dia itu cerdas cuman nggak pandai merangkai kata.",prabowo subianto
Pokoknya bpk prabowo yg trbk  <br>tdk pandai merangkai kata2 prtanda org jujur,prabowo subianto
"Memang pak Prabowo tidak bisa merangkai kataÂ²,tpi percaya lah pak Prabowo akan menunjukkannya dari pada banyak omong.",prabowo subianto
"Pak prabowo memang tidak pandai merangkai kata, tapi beliau itu tegas dan tidak munafik perkataannya ... Apa adanya",prabowo subianto
"Pak prabowo insyaallah menang.. sebener nya cerdas tp ga pandai merangkai kata2, apa ada nya, tegas, berbesar hati.. insyaallah prabowo-gibran, sehat trs pak prabowo, panjang umur ðŸ‘",prabowo subianto
Pak prabowo tidak pandai merangkai kata - kata. Tapi dari semua yang disampaikannya adalah realita dan tidak munafik. Apa ada nya. Semangat terus pakâ¤,prabowo subianto
"pak prabowo tidak menjatuhkan capres maupun cawapres lain. Tidak mengompor2i dengan maksud tersendiri. Tidak membawa unsur kebencian. Tidak pintar merangkai kata, tp tulus sering dihianati. Prabowo gibran ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥â¤ï¸",prabowo subianto
"pak prabowo tidak pandai merangkai kata,tapi dari wajahnya sangat tulus,tidak ada pencitraan",prabowo subianto
"Dalam 3 priode pilpres.. gatau,setia aja sama pak prabowo,di singgung soal jogetlah,beliau tidak begitu pandai merangkai kata. Jujur aja klo bicara,tetap tulus untuk indonesia pak yaâ¤ sehat selalu bapak..",prabowo subianto
"Pak prabowo saya nangis denger visi misi bapak, karna beliau terlalu jujur dan idelis bukan hanya merangkai kata.",prabowo subianto
"Klo mau bangsa ini punya keadilan carilah pmimpin yg memang betul betul peduli rakyat ,jgn cuma tau merangkai kata yg hanya butuh tepuk tangan ,atau menyindir orang lain,maju terus bpk prabowo bekerja dari hati nurani buat bangsa indonesia.",prabowo subianto
Setelah melihat dan mendengar hanya prabowo yg ikhlas tidak merangkai kata yakin insya allah pabowo bakal terpilih,prabowo subianto
"Cinta tanah air, tulus, jujur dan berani ini hy terdapat paduan pasangan prabowo gibran. Terlihat dari bahasa tubuh dan jawaban. Tdk merangkai kata dan hy sekedar janji. <br>Tapi benar lahir dari telat dan niat yg tulus. <br>Beda dgn kasus bola, tdk py prinsif. <br>Pilihan km rakyat tetap no 2 yaitu Pak Prabowo dan Mas Gibran",prabowo subianto
Ganjar Pranowo pandai menjawab<br>Anis pandai merangkai kata<br>Tetapi pak Prabowo tau kondisi dan bergerak secara langsung untuk menyelesaikan masalah<br>All in pak Prabowo Subianto,prabowo subianto
pak prabowo memang tidak pandai merangkai katakata. tapi saya yakin kerja pak prabowo itu nyata.  kalo menurut saya anis cuma manis di kata kata. tapi saya tidak yakin dengan kerja nya,prabowo subianto
"Prabowo pernah dengan mentri kinerja terbaik dan pak anis pernah gubernur terbaik.. Kalau pak ganjar belum ada data prestasi sampai detik ini...<br>Intinya kita tidak butuh pemimpin yg hanya pandai merangkai kata sperti motivator,, tapi kita butuh rekam jejak prestasi di lapangan langsung",prabowo subianto
Prabowo memang tak pandai merangkai kata tapi kita lihat implementasinya,prabowo subianto
Gakpapa gak pandai merangkai kata . Yang penting kerja nya Pak Bowo sat set sat set,prabowo subianto
P.ganjar wawasan oke bangett tpi pdiiiiiip<br>P.anis pueinter ngomong<br>P.prabowo sulit untuk merangkai kata&quot; tpi tulus ingin merawat negrii<br>Buingung pilih mana,prabowo subianto
Sesingkat apapun yang Pak Prabowo ucapkan dalam debat ini..tetap Pak Prabowo adalah yang terbaik karena kepinteran kecerdasan dan pengalaman Beliau tidak diragukan lagi  baik dalam negeri maupun di luar negeri..hidup Pak Prabowo is the bestðŸ’–ðŸ’–âœŒâœŒâ­â­ðŸ’ªðŸ’ª,prabowo subianto
"Anies dan ganjar menunjukan kemampuan kecerdasan intelektual dan kecerdasan emosional yg luar biasa. Ini layak memimpin bangsa ini. Prabowo lemah intelektual dan sangat rendah, snagat lemah kecerdasan emosional. Tdk layak memimpin bangsa ini.",prabowo subianto
"Kasian Prabowo sudah tua ngomongnya tidak selancar dulu pertanda kecerdasannya sdh berkurang, tp kalau saya saya pilih beliau saya kasian Indonesia apa lagi pendampingnya gibran anak karbitan ....",prabowo subianto
"Kok prabowo jawab selalu di ulang, disabilitas di kaitkan dgn sekolah2 org bicara kesehatan dll, sampai ke matematika, tak berkualitas, jawbannya itu2 saja, klu tdk hilirisasi yg di ulang2 jwban saya sependapat, alias tdk punya ide, beda dgn calon 1 dan 3 prabowo kalah kwalitas sistem adu kecerdasan",prabowo subianto
"Ku tengok dr segi kecerdasan cara bicara,, prabowo yg paling mines  ,,",prabowo subianto
"Kesopanan tangan pak prabowo sangat bagus? Berbicara tidak bermain tangan âœ‹ ( karna kecerdasan seseorang bisa saja membawa yang dibawah makin miskin, yang kaya makin kayak dan akan banyak alasan.",prabowo subianto
"Maju terus pak dulu dulu saya pendukung pak Jokowi dan saya tadinya pilih Ganjar setelah lihat denat kemaren saya pindah ke Prabowo , ternyata jelas Prabowo baik belum tentu orang yang bisa bicara itu baik ternyata jelas Prabowo kurang bicara bagus orangnya baik hatinya iklas kerjanya maju terus pak prabowo",prabowo subianto
"Hanya pak prabowo sa yang tulus, baik dari cara berbicara, ekspresi wajah kelihatan tulus sekali, tidak menjatuhkan lawan politik, tidak basa basi, tidak banyak janji, memang reel pak prabowo ingin sekali memajukan negara, baik dari SDM, ekonomi dll. Kami NTT sonde terlalu paham pilitik tapi kami tau yang tulus itu siapa",prabowo subianto
Pak prabowo lah yg paling bijak dalam bicara  pertahankan kesabaran jenderal aku padamu,prabowo subianto
"Airmata saya keluar dari mata saya setiap mendengar Prabowo berbicara,sehat selalu untuk panutan saya bapak.Prabowo",prabowo subianto
Pak prabowo memang tdk pintar bicara seperti pak ganjar dan pak anies tpi dia lebih pilih membujtikan dri pada banyak bicara dan haus kekuasaa  lalu menjatuhkan org lain .. Tdk usah jauh pak anies dlu sangat menghargai dan menyayangi pak prabowo tapi demi kekuasaan dia rela menjatuhkan dan mengesampingkan pak prabowo ...<br>Love u pak prabowo subianto .. Terimakasih juga telah mencintai indonesia dan rakyatnya bgtu tulus ðŸ¥°,prabowo subianto
Ambisi skali klihatan jg bicarax mas bowo ini,prabowo subianto
Yg lain pada pinter ngomng kbnykan teori. Cuma PRABOWO yg pakai action jelas.  Nyalon smpai 3x brti memang org nya pndrian kuat. Ikhlas untuk indonesia.   Prabowo ngomo g nya jelas padat dan berisi. Ga muluk2.. berbicara pada realita bukan cuma omon omon â¤â¤â¤â¤â¤,prabowo subianto
"1&amp;3 hanya pandai bicara dan mengkritik. Tidak paham dengan situasi kondisi yg sebenarnya. Pemikiran matang dan dewasa terdapat di bapak Prabowo. Beliau jujur, tegas, dan masih memikirkan yg lain (yg dibutuhkan) beliau pemimpin yg ikhlas. Dan semua tidak segampang yg diucapkan, kebanyakan yg pandai bicara dan suka menjatuhkan orang lain itu ciri&quot; sifat manusia busuk (sengkuni).<br>Semoga para pemimpin kita dijauhkan dari sifat&quot; tercela. Tetap optimis Indonesia bangkit tanpa korupsi!",prabowo subianto
Pak prabowo bicara apa adanya itulah calon presiden yng baik untuk negara sabar pak prabowo   soal orang sabar pasti di angkat allah amiiin,prabowo subianto
gemoy jawabannya tdk mendasar..tdk lancar dan menjawabnya tdk pasðŸ˜‚ðŸ˜‚ðŸ˜‚ yg ..l pintar bicara..yg 3..cerdas menjawab cerdas bertanya..lancar dan baik..plh nmr 3..â¤â¤â¤ gama...,prabowo subianto
Prabowo emang anda saja yg boleh bicara etik kalau menurut saya etik anda yg kurang baik,prabowo subianto
Ambisi yg menggebu2 itu kan probowo..dia juga bicara pertahanan yg kuat..tapi fakta nya belli barang bekas..wowo..,prabowo subianto
"Prabowo pucet banget belum makan malem kayanya bicaranya juga kurang tegas kaya orang kebingungan jawabannya kebanyakan sama Ganjar , Anis sok menguasai panggung ngerendahin paslon lain tapi sedikit ganyambung jawabannya, Ganjar netral tegas konsisten 1:1 sama pertanyaan",prabowo subianto
"Pa Prabowo berbicara sederhana tp mendalam ,,dan beliau suda berbuat banyak unk negara ini ,love you pa Prabowo smga menang bapa Amiin",prabowo subianto
Kalo pak Prabowo bicara kek tegas dan fakta dan tidak mengandai2 ..semangat pak Prabowo anda inshaallah ya pakâ™¥ï¸ðŸ¥°ðŸ¥°ðŸ¥°,prabowo subianto
"Pa prabowo keliatan ga konsisten dalam berbicara, kurang luas dn mendalam. Menurutku kita butuh pemimpin yang cerdas seperti anis dan ganjar",prabowo subianto
"Pak Prabowo berbicara sangat rasional, tepat, Koheren, menyentuh hati rakyat.",prabowo subianto
"pak prabowo : tidak pandai berbicara, tapi ada bukti nyata<br>pak anies : hanya berbicara, tidak ada bukti nyata<br>pak ganjar : sama aja kaya aniesðŸ˜‚<br><br>all in pak prabowo",prabowo subianto
"Prabowo kurang etika keliatannya saat berbicara, bukan menilai orang pakai data, malah menilai orang secara subjektif, dan mengolok orang secara langsung di depan publik, tidak mau terima kritikan, malah marah marah...",prabowo subianto
Pk Prabowo mantul.berbicara apa adanyaâ¤â¤â¤ kami yakin pk Prabowo yg akan diberi amanah ........ðŸ‡®ðŸ‡©ðŸ’ª,prabowo subianto
Pak prabowo tdk semantul bicara nya spt paslon lain. Tpi pak prabowo jujur. â¤â¤ meski bilang &quot;sependapat&quot; bsa jdi bahan gengsi utk para calon.  Smg  d lancarkan jalan nya utk pak Prabowo  â¤,prabowo subianto
"Tadinya aku sama sekali gasuka sama pak prabowo,  tapi makin kesini ntah kenapa aku bisa mengidolakan beliau,  kalo liat dia bicara  rasa nya kena kehati, liat beliau disudutkan pak anis air mata tak sadar mengalir,  cuma bisa mikir ko ada orang jahat banget",prabowo subianto
Ganjar lancar ngomong karena punya data sedangkan pak Prabowo bicara langsung tanpa data,prabowo subianto
"Utk ketegasan dan keadilan pak Prabowo di jamin, tp utk debat bicara argumentasi nya agak kaku dan kurang tenang, tp kinerja nya okeðŸ‘",prabowo subianto
Tidak pandai bicara.tapi kinarja dan kepedulian kepada masyarakat nyata.tidak pernah membuat monumen bambu yg konyol.dan tidak pernah memakan uang sogokan dari kasus EKTP. Maju terus pak .indonesia kuat di tangan bapak.PRABOWO serang banten siap ngadeg teteg,prabowo subianto
Tadinya suka Prabowo klo begini jadi geli lihat Prabowo bicara nya jawaban nya sangat bodoh,prabowo subianto
bicara Prabowo ngawur tidak jelas emosionalðŸ˜‚,prabowo subianto
PAK PRABOWO BICARANYA BIKIN TERHARU SANGAT TULUS â¤â¤,prabowo subianto
P prabowo itu seorang tentara yg terbiasa dengan keadaan dilapangan..dia berbicara fakta bukan retorika permainan kata&quot;...tidak hanya sekedar bicara teori tapi dngn bukti.,prabowo subianto
"Dri debat ini menurut pandangan pribadi saya<br><br>1. Anies : bicaranya pintar gagasan yg masuk akal kdang rada muter2<br>2.Prabowo : Tegas menjawab, emosi blm bisa terkontrol, kadang oot<br>3. Ganjar : Tenang menjawab dan berbicara",prabowo subianto
"Jgn slah pilih saudara ku, pilih lh prabowo dia lh pemimpin yg sungguh sungguh untuk rakyat, cara pembicaraan aja dri hti nurani nya, bkn kyak anis dan ganjar kyak sdh di latih ngomong nya pndai bersilat lidah",prabowo subianto
"Prabowo emg berjuang untuk rakyat cara pembicaraan nya saja dia tidk lncar, krna pak prabowo jujur tdk ada gimik gimik, beda dri anes dan ganjar ngomong nya kyak sdh di latih, dan biasa bersilat lidah",prabowo subianto
Prabowo berbicara sesuai fakta yg lain cuma pinter ngomong aja<br>Prabowo yg terbaikâ¤â¤â¤â¤,prabowo subianto
"Ngelihat prabowo bicara kasihan, knp hampir di setiap forum cara bicaranya seperti itu,Ya Allah sadarkanlah beliau.",prabowo subianto
"Keliatan banget anies haus kekuasaan, sedangkan prabowo berbicara dengan pemahaman dan pengalaman yang jelas",prabowo subianto
