text,nama paslon
Gibran sok pinter gk sopan sama orang yg lebih tua<br>Emang model halus nya pak gibran gk etika bahaya jika Indonesia dopimpin model gini<br>Msih byk orang lebih tua pak gibran sabar dulu jgn buru2 jd pemimpin,gibran rakabuming
Gibran kenapa banyak tingkah wkwkwk,gibran rakabuming
Gibran udah bersemangat menantikan soal serangan personalðŸ˜‚,gibran rakabuming
Gibran sering di rendahkn dlm debat.. Tapi nyata ny no 1 dan 3 di sikat abiis ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,gibran rakabuming
gibran wong jowo tapi ra due ungah ungguh. ra due sopan santun. dri kata2 ne wes mencerminkan sifat2 nya...msih mau piluh clon presiden seperti ini...difikir ulang ye...ðŸ˜‚ðŸ˜‚3,gibran rakabuming
Gibran kurang beretika..debat di tonton di seluruh dunia..tapi gibran masih seperti anak kecil,gibran rakabuming
Gibran kok kata2 nya seperti anak sd receh2 gak bermutu gak nyambung,gibran rakabuming
Gibran emang bagus walaupun aga kurang maksimal<br>Jangan bicara masalah etika lah Muhaimin mengambil partai gusdur apa itu etika mikirnya dari ini aja paham <br>Padahal Imin ma gusdur sodara tapi sperti itu kah etika imin pikir aja sendiri salam waras,gibran rakabuming
Gibran gaya songong lah,gibran rakabuming
Gibran tetap yg terbaik dlm debat cawapres klo dia terlihat krg beretika kpd cawapres 01 &amp; 03 karna dia ingin membalas perlakuan anies &amp; ganjar kpd Prabowo..maklumi aja ya dia msh muda..,gibran rakabuming
Gibran kaya bocah pake baju narutoðŸ˜‚,gibran rakabuming
"Gibran suka nunduk2 tapi kurang beretika ya... Cara masuk jadi wapres, Cara berdebat... Mudah2an Standar etikanya bisa lebih baik....supaya image kita bangsa Indonesia tidak rusak.",gibran rakabuming
Gibran jawabannya ngaurr,gibran rakabuming
Gibran ini orag jawa tulen kenapa ga punya adab sopan santun sma orang yg lbih tua!,gibran rakabuming
"gibran bawa2 nama Ganjar di debat, mau terlihat sefrekwensi gitu? Sori ye, sory ye... beda kelas! Dan sejak kapan Tom Lembong ikut debat?",gibran rakabuming
"Gibran membalaskan apa yg di lakukan oleh paslon 01,",gibran rakabuming
Gibran gagasan hanya untuk oligarki penerus bapakneðŸ˜‚ðŸ˜‚,gibran rakabuming
Gibran baik bgt td aku liat bantu orang jatohh yg lain mah PD sibuk ga peduli semangat prabowongibran,gibran rakabuming
Gibran MVP best of the best very detail pemaparannya,gibran rakabuming
Gibran mencerminkan orang sombong gimana kalo udah jadi..tambah sombong. Gak akan gua milih lu gibran,gibran rakabuming
"Gibran sombong benar, kayak program dia itu mampu dia laksanakan, jokowi jak banyak bohong nya, minyak endak,naik bokti nya naik indosat endak d beli endak impor beras ,dlar endak d bawa 15 000, smk endak lolos",gibran rakabuming
Gibran ini lama2 ckckck ya. Padahal sy pengen dukung dia. Minta ampun. Gak ada sopannya padahal ini debat calon presiden yang terhormat. Sangat terhormat. Tp gayanya menyepelekan capres lain. Sedih sekali.ðŸ˜¢,gibran rakabuming
Gibran pemimpin harus punya sopan santun dan unggah ungguh.sebagai cerminan yg baik untuk rakyatnya.dan itu TDK ada dalam dirimu.,gibran rakabuming
Gibran masih belum bisa move on dari cerdas cermat... ðŸ˜œ<br>Maqamnya gibran belum seimbang dengan prof. Mahfud ataupun gus imin.... Pengalaman tidak mengkhianati cara berpikir...,gibran rakabuming
Gibran ga nyambung jawabannya yg diucapkan cuma di bibir nyatanya bohong kaya bpnya,gibran rakabuming
Gibran jawabannya tdk ragu2ðŸ˜… ttp 02,gibran rakabuming
Gibran sama Jokowi sama ya kelihatan bohong nya ..  lapangan pekerjaan nyata nya sampe skrg km skkuarga nganggurðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡,gibran rakabuming
"Gibran ..solusi jaman now,ekonomi stabil,dan perbaikan ekonomi menyeluruh..u dinikmati oleh publik,secara menyeluruh,itu hilirisasi tetap Prabowo&amp;GibranðŸ˜Š ðŸŽ‰",gibran rakabuming
gibran mantap visimisi untk TIMAH,gibran rakabuming
Gibran kurang etika sama yg lbih tua.. cara bahasanya..,gibran rakabuming
Gibran memang anak muda yg jenius tak salah bila negara ini di nahkodai oleh 02,gibran rakabuming
Gibran kereeeeen jawabanmu masuk logika dan masuk akal...dua jempol buatmu YOU bisa kalahkan mereka berdua dengan cara pandangmu yg intelektual...hebat sukses buat prabowo gibran.,gibran rakabuming
"Gibran ga punya etika, songong banget mentang&quot; bapaknya presiden",gibran rakabuming
GIBRAN GAPUNYA ETIKA,gibran rakabuming
Gibran. MINIM ETIKA,gibran rakabuming
Gibran tidak paham bahwa debat ini adalah utk melihat bagaimana kebijakan yg akan diambil bila ada masalah ... bukan debat memberikan pertanyaan yg menjebak yg tidak ada relevansinya dgn kepentingan utk masa depan negara dan<br>bangsa ... jadi terlihat gibran seperti anak kecil begitu kita saksikan debat antar paslon 1 dan 3 ...,gibran rakabuming
Gibran  masih muda   ke inginanya  <br>Masih Norman  dn panjang  lanjut Gibran  slamat ðŸ™‹,gibran rakabuming
Gibran lbh cerdas jawaban nya dr yg lain keliatan janji doang,gibran rakabuming
Gibran sok tahu . bocah kemaren sore . batu jabat walikot 2 tahunan sok tahu . jago akting kaya bapaknya. Kalau bicara soal martabak sih saya percaya sebab  gibran dagang martabat kuðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…,gibran rakabuming
GIBRAN = BANGUN MESJID PAKAI CSR ABU DHABI ???<br>Mesjid Solo itu termasuk HIBAH dari dari presiden UAE Mohammed bin Zayed Al Nahyan untuk presiden JOKOWI krn persahabatan dua Negara. Dan Dibangun kota solo. Jadi bukan karena inisisatif walikota solo untuk membangun mesjid lalu cari dana CSR.  CSR itu pemberian dari Perusahaan. harus di bedakan Hibah dan CRS walau keduanya punya persamaan yaitu di beri dengan cuma-cuma. Selain itu Jangan lupa  Mohammed bin Zayed (MBZ) juga memberi dana hibah 230 M untuk kota solo,gibran rakabuming
Gibran bru jadi KDH udh nampak tua dari umurnya.,gibran rakabuming
Gibran adalah pemimpin masa kini dan masa depan begitu santun penuh etika dan low profile bisa memegang rahasia negara dan rahasia jabatan begitu paham dg visi misinya sendiri kami berdoa semoga bila kelak beliau terpilih untuk memimpin negara bisa melaksanakan dan mewujudkan apa yg menjadi visi misi dan janji2pd waktu kampanye dan debat padangan calon,gibran rakabuming
"Gibran lebih menghargai semua agama yg ada di Indonesia, paslon lain ga mengucapkan salam ke semua agama",gibran rakabuming
"Gibran dan Mahfud selama debat dibisikin truz, oleh sekelompok orang, tidak bisa debat tanpa bantuan bisikan, ya?. GIBRAN dan BAPAKNYA TIDAK DAPAT DEBAT TANPA MIC di TELINGA.",gibran rakabuming
"gibran knp jalur ordal aihhh, sampai sampai MK mengubah aturan capres-cawapres, sebenernya di Indonesia tentang jalur ordal sudah biasa sih baik itu di ranah sekolah, ranah pekerjaan, atau bahkan ranah ketatanegaraan pun ada ordalnya. Tapi aku ngga habis pikir sampai sampai MK mengubah aturan capres-cawapres :&lt; so sad. <br>Maaf jika OOT dan ada salah salah kata<br>Maaf yaa mas gibran, soalnya kamu bagusss ko dalam public speaking tp aku sayang aja hehehe",gibran rakabuming
"Gibran2 pak Jokowi saja tidak sepuluh tahun ngk mampu mengangkat ekonomi Indonesia Gibran2, jg probowo  dan ma fud MD sedang dalam kekuasaan, apa yang kalian lakukan,jgn banyak bacot, janji 2014 sampai sekarang blm satupun yang kalian laksanakan,",gibran rakabuming
Gibran best .waktu tersisa pas. visi misi tersampaikan dengam jelass.<br><br>Prabowo gibran GOoo.. !!!  2024,gibran rakabuming
Gibran  bicara tentang pertubuhan ekonomi  5% <br>Lucu dari bapaknyaðŸ˜‚ðŸ˜‚ðŸ˜‚<br><br>Liat aja jaman soharto,gibran rakabuming
Gibran msh muda jadi berasa lebih update dan fresh pemikirannya dibanding cawapres lainnya.. Jadi bisa update jg sistem pemerintahan apalagi skrg di dominasi anak2 gen z yg bisa ditingkatkan kualitas SDMnya..,gibran rakabuming
"Gibran menjawab generasi boomers yang suka meremehkan generasi muda indonesia yang dikira gak bisa ngapa ngapain di debat ini, semangat gibranðŸ”¥",gibran rakabuming
Gibran komuknya selalu gak tertolong ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,gibran rakabuming
"Gibran ingin membuktikan dirinya hebat, padahal yang disampaikan gak match sama pertanyaan, ðŸ˜‚<br>Beberapa kali mau ngejebak cawapres lain dengan pertanyaan yang miring 1. Carbon Capture emission 2. SGIE <br><br>Keliatan mau sok pinter",gibran rakabuming
Gibran itu pasti bocoran dari bapak nya untuk di tanyakan ðŸ˜‚ðŸ˜‚,gibran rakabuming
Gibran terlihat menghafal narasi yang akan di sampaikan.,gibran rakabuming
Gibran paling cerdas diantara mereka,gibran rakabuming
"Gibran sangat luar biasa cerdas dan hebat, dan semalam itu biar rakyat yg menilai kehebatan anak muda yg memberanikan diri maju sebagai wapres 2023<br><br>All in Prabowo gibran menang satu putaran â¤",gibran rakabuming
gibran blm cukup umur mau jadi pemimpin....<br>negara ini bukan punya bapak mu,gibran rakabuming
gibran toleransi paling tinggi,gibran rakabuming
"Gibran gaya gaya nya dimirip miripin bpk nya seharusnya dia beda, jadi geli lihatnya",gibran rakabuming
"Gibran edan juga otaknya ya, ga di sangka sangka. Seperti nya aku bimbang antara no 1 atau no 2",gibran rakabuming
"Gibran mah anak muda yg oke, disetiap serangan ada pertahanann dan penyerangan baliknya.",gibran rakabuming
Gibran terasa di buat2 tidak sesuai dengan kesehariannya.    <br>Pertanyaannya apakah beliau sanggup mengatur atur atau membuat buat seperti ini selama 5 tahun kedepan setiap harinya..  Karakter dan sifat tidak bisa d buat2 dan akan mudah terbaca. Mahfud md is the best,gibran rakabuming
"Gibran visinya persis ucapannya pak Jokowi yg selalu di ucapkan di setiap pidato pidatonya,tidak jawa centris tapi indonesia centrist, umum sekian juta anak2 muda yg pinter yg punya kelebihan ini semua copiannya bapaknya, makanya lancar",gibran rakabuming
Gibran manteeeppppp gilaa â¤ suka bangettt Debat kali inii elegann walau menghadapi 2 org yg lebih tua Gibran tetep beretika dan sopan ðŸ”¥âœ¨ðŸ¥°,gibran rakabuming
"Gibran ok cara bicaranya, bukan untuk teori saja",gibran rakabuming
"Gibran janji dn solusinya gak akurat, percis kayak joko waktu dbat empat tahun yg lalu. Mahpud janji yg berlebihan yg blm tentu di penuhi. Imin  agak bagus sdikit",gibran rakabuming
"Gibran seperti dosen bagi calon lain, ternyata gibran luar biasa mental dan kecardasannya.",gibran rakabuming
Gibran ternyata lebih berbobot perkataanya.. kata2nya sederhana tapi daging semua.. kami anak muda gak terlalu butuh argumen yg super wow.. tpi kami anak muda butuh sedikit bicara tapi bayak aksi... sederhana tapi penuh byk makna... sederhana tapi mudah utk di cerna dan diikuti oleh anak muda.. â¤,gibran rakabuming
Gibran lebih menguasai Ekonomi dibandingkan dgn mereka yg selama ini menganggap remeh Gibran berdebat. Klw Mahfud lbh hebat di bidang hukum tp Gibran lebih hebat di Bidang Ekonomi. Bravo Gibran!!!!,gibran rakabuming
"Gibran2, bicara aja kesedat2 terus.<br>Lo seperti anak kuliah baru masuk orang organisasi.<br>Membahas juga kurang berbobot.<br>Memang betul pengalaman yg mampu membuat kita mahir di jalananðŸ˜‚ðŸ˜‚ðŸ˜‚",gibran rakabuming
"Gibran2, bicara sja kesedat.ðŸ˜‚ðŸ˜‚ðŸ˜‚<br>Disuruh tanggapi mala nganuðŸ˜‚ðŸ˜‚",gibran rakabuming
"Gibran sangat luar biasa, visi misi jelas sekali tujuan program kedepan jg sangat jelas dan tdk bertele tele good jobb brother Indonesia di tangan yang tepat.  All in gor Prabowo gibran",gibran rakabuming
Gibran cuci muka dulu biar lebih enak di pandang ðŸ˜‚ðŸ˜‚ðŸ˜…,gibran rakabuming
GIBRAN CAWAPRES TERBAIK â¤ðŸŽ‰,gibran rakabuming
"Gibran berbicara bgtu tanpa dia sadari itu dia telah menunjukan kalo selama ini bpk nya pak jokwi yg menjabat 2 priode itu masih bobrok dan banyak kekurangan nya.<br><br>Gmn pun yg capres janji kan, brati itu tanpa mereka sadari, menjelek&quot;n presiden yg skrg yg belom diganti.",gibran rakabuming
"Gibran sombong sekali jawabnya jd walikota ga sampe setahun dah pake nama Jokowi, jawab nya gak beretika, songong sok berpengalaman dasar bocil",gibran rakabuming
"Gibran luar biasa dlm debat kali ini, yg diremehkan malah yang unggul, pernyataannya cerdas &amp; tepat. tdk sprti prof yg hny negatif thinking thdp republik ini korupsi lah penegakan hukum lah yg ada malah mengkritik diri sndri.",gibran rakabuming
Gibran trnyata luar biasa mnguasai panggung cawapresss.....  Prabowo gibran menang,gibran rakabuming
Gibran isi nya daging semua ðŸŽ‰ðŸ‘ðŸ‘,gibran rakabuming
Gibran malam ini menjanjikan smua bakal dikerjakan anak bangsa tp pas kenyataannya pasti pakai asing smua krn judulnya melanjutkan (mulai investor sampai pekerja asing),gibran rakabuming
Gibran mau ngpmong ape  ga ngaruh buat gue . Dan gue ga mau ketipu lagi sama janji janji kaya jokowi bpk nye . Bpk sama anak sama aje lah . Gue mau perubahan . 2024 . Anies baswedan presiden RI 1 . Yees jooos oke,gibran rakabuming
"Gibran di bilang plonga plongo,ternyata ngepreng matap strateginyaðŸ‘",gibran rakabuming
"Gibran berbicara krn sudah melakukan, tidak ragu lagi prabowo gibran fix.",gibran rakabuming
Gibran songong amet muka&quot;nya mentang&quot;anak pak lurah slepet ae gus wkwk,gibran rakabuming
"Gibran yg paling muda, yg katanya belum punya pengalaman<br>Tapi kok dari cara bicaranya Gibran yg paling dewasa dan paling realistisðŸ˜‚",gibran rakabuming
Gibran udh dapet bocoran soal jdi dikasih jawaban sm papah jokoðŸ˜‚,gibran rakabuming
Gibran menguasai panggung ðŸ‘ðŸ»,gibran rakabuming
"Gibran cerdasssâ¤â¤â¤<br>Bungkam lawanmu gibran..<br>Prabowo tegas, berani dan ðŸ’¯% nyawa buat negara,<br>Gibran cerdas, inovatif punya visi misi ke depan yang baik dan jelas.<br>saya rasa paslon 2 cukup bagus buat negri ini.<br>Paslon 1&amp;3 bagus tp paslon 2 spesial â¤â¤â¤",gibran rakabuming
"Gibran mantab, lulusan fakultas ekonomi luat negri tuh bosss, senggolll donkkkkk",gibran rakabuming
"GIBRAN NGORALJANJI, JIKA IDE  ITU MEMANG CEMERLAANG KENAPA SELAMAINI TIDAKDDISAMPAIKAN  KEPADA  JOKOWI. DIDAMPINGI KASIH LAGI MODALNYA MINJAM BANK SAJA SULIT APALAGI DAPAT SECARA ENAK.",gibran rakabuming
Gibran yg jelas visi dan misinya,gibran rakabuming
Gibran membuktikan kualitas nya bahwa dia pantas menjadi seorang wakil utk rakyat indonesia. Salam dari Dompu NTB. NTB salah satu lumbung suara untuk prabowo â¤,gibran rakabuming
gibran bnyk hafalan.. hhhh. mknya gk mau dtang di undangan mahasiswa. trnyata hafalan setumpukðŸ˜…,gibran rakabuming
Gibran keren dgn gagasanÂ² yg sangat ber isi dan ber solusi,gibran rakabuming
"Gibran emg anak muda yg lagi OP, Jabar All in Prabowo Gibran",gibran rakabuming
Gibran yg slalu di remehkan. Dan dinilai tidak berani debat. Dan akhirnya luar biasa....,gibran rakabuming
Gibran kalau bukan karena bapaknua gak jadi cawapres....prestasine opo neng solo,gibran rakabuming
Gibran mah enak kerja nya ada orang dalem nya ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,gibran rakabuming
Gibran kerenðŸ˜‚<br>Jawaban nya singkat padat bermakna ga ribet ðŸ˜‚,gibran rakabuming
Gibran pertanyaannya sengaja ke khusus dan jarang diketahui orang. Sulfat dan folat saja Gibran ga tauðŸ˜‚,gibran rakabuming
Gibran bicara tidak pas raut muka dengan hatinya,gibran rakabuming
"Gibran is the best pihak timses AMIN selalu menebar hox,fitnah bilang pihak Gibran takut debat nah...terbukti Gibran bisa debat itulah kalau manusia otaknya nyinyir,kampungan,fanatik berlebihan hanya hati iri dan dengki mengalahkan kebenaran angin punya KTP,rumah DP O%ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",gibran rakabuming
"Gibran bagus untuk debat kali ini, coba pencalonan nya pemilu tahun depan mungkin jalan nya akan mulus dan bersih, tidak harus mengacak2 peraturan MK..",gibran rakabuming
gibran luar biasa&#39; debat malam ini,gibran rakabuming
Gibran tengil bet ðŸ¤£.  Njir ngakak ðŸ˜­. Sumpah debat terkocak bapak&quot; vs mas&quot; ðŸ˜­ðŸ¤£,gibran rakabuming
Gibran memang sungguh amat luar biasa anak muda bisa mengimbangi senior nya bahkan lebih jelas bicara nya. Bravoo masgibran,gibran rakabuming
Gibran punya pengalaman bisnis Gibran punya pengalaman birokrat bisa menjadi bertanding yang mumpuni,gibran rakabuming
Gibran mendadak tua ðŸ˜¢ðŸ˜¢ keliatan banget mata pandanya banyak mikir pasti,gibran rakabuming
Gibran ngibul melulu gak beda dengan bapaknya,gibran rakabuming
"Gibran bisa jawab dibilang soal nya bocor lah, restu paman lah, anak pak jokowi lah, siapa dibelakang dia lah. <br><br>Misalkan gibran gabisa jawab apa gak jadi bahan ejekan, pastilah, jelas lah. <br><br>Kenapa sih kalian? <br>Banyak banget masalah nya?.",gibran rakabuming
Gibran orangnya kurang berwibawa tak pantas jdi wakil presiden,gibran rakabuming
"Gibran dgn gayanya yang angkuh,sombong,sok pintar, tidak sopan dan tidak memenuhi atura KPU.cara dan sikapnya telah jdi bukti nyata bahwa ia tidak pantas jdi RT apalagi jadi cawapres.",gibran rakabuming
Gibran tidak ada pamor menjadi cawapres,gibran rakabuming
gibran bisa membanting ke 2 lawanya,gibran rakabuming
Gibran keliatannya siap banget buat jawab<br>Kyanya dapet kisi2 ya ðŸ˜‚,gibran rakabuming
Gibran itu bukan sembarang bocah kemarin sore.ðŸ˜Š Kalo kalian dgr kajian ngaji roso kalian pasti akan tau,gibran rakabuming
GIBRAN taunya hilirisasi .... semua tanggapannya kurang bisa mengembangkan secara detail.<br>gaya perkataan seolah cukup singkat padat dimana penjelasannnya.,gibran rakabuming
"Gibran tampil impresif, pak mahfud begitu logis, cak imin keliatan halunyaðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",gibran rakabuming
Gibran cerdas pintar dan saya tidak menyangka pemikiran yg luar biasa anak muda maju menuju indonesia emas,gibran rakabuming
Gibran cukup sopan sama orang tua jawap jg tepat no.2.ok.maju terus gibran ni jokowi.ok.no2.â¤â¤â¤â¤â¤,gibran rakabuming
Gibran penampilanya terlalu angkuh dan jawabaya muter muter,gibran rakabuming
Gibran usia muda tapi pemikiran tua semoga Gibran menang,gibran rakabuming
"Gibrang mampu memaparkan karna bukti bahwa beliau bukan ijazah palsu yang ditudingkan, AIR BERIAK TANDA TAK DALAM AIR TENAN MENGHANYUTKAN",gibran rakabuming
Gibrann kamu terlalu kerennn.... Kamu bahkan bisa mematahkan lawanmu dgn smpurna... Mc2 yg merendahkanmu seakan terbakar kupingnyaðŸ˜‚â¤,gibran rakabuming
Gibran titelnya apa ya,gibran rakabuming
Gibran tidak peduli dengan pertanyaan. Mungkin sudah diajarkan seperti itu &quot;Yang penting berbicara/kampanye apa saja saat timer berjalan&quot; semua hukum dan aturan sudah disesuaikan dengan kamu &quot;POKOKNYA BERES TENANG SAJA PAK&quot;,gibran rakabuming
Gibran wes dapat bocoran kelihatan jawabanseperti hafalan.,gibran rakabuming
"Gibran.. masih muda tapi punya pengalaman jadi pemimpin,gus Muhaimin OMDO pengalaman nol",gibran rakabuming
GIBRAN PENDOBRAK KESEMPATAN ANK MUDA JDI PEMIMPIN BUKAN NUGGU TUA PIKUN .WALAU TDK PNGLMAN TPI BISA MIMPIN PROF2 DAN AHLI....SMGAT ANK MUDA BAKAL SMUAYA DUDUK DI KAINET,gibran rakabuming
Gibran sgt  luar biasa anak muda yg kreatip pinter dan berdedikasi,gibran rakabuming
"Gibran ok deh janji-janjiny, tidak jauh dengan bapaknya yg banyak janji tdkterpenuhi. hidup 1",gibran rakabuming
Gibran ko gitu mimik mukanya.jadi lucu liat nya,gibran rakabuming
Gibran bukan kaleng&quot; ternyata  di usianya yg sangat mudaâœŒ,gibran rakabuming
Gibran skakmat.... 2 lawanya.... Bali timur prabowo gibran.. tidak bnyak janji tpi bukti kerja nyata..... Majuuu,gibran rakabuming
Gibran argumentnya arogan menganggap rendah gus muhaimin dan prof mahfud...,gibran rakabuming
"Gibran gaya bicaranya menggebu2 trus sering menyerang dengan kata2 sok pintar, padahal paknmahfud dan muhaimin biasa2 aja kritis pertanyaan tetap sopan saat bertanya dan menjawab",gibran rakabuming
"Gibran g sopan, pertanyaanya kok ngetest sm org yg lbh tua,, klhtn sombong nya,, ngatain pak mahfud g phm lg",gibran rakabuming
"Gibran menjatuhkan mulu, visi misi mu perbaiki dlu",gibran rakabuming
gibran pas tanya jawab engak nyambung di patahkan terus sama mahmud....no 3,gibran rakabuming
"Gibran sama kyk kakek wowo, kelihatan emosian pas ditanya PREVILAGE wilkot solo yg bapaknya presiden wkwkw, mmg gak akan yg bisa niru dinasti kalian sih haha",gibran rakabuming
Gibran diluar dugaan Machfud hampir TKO Sementara MUHAIMIN dari ronde 1 udah KO gak jelas semua yang dia ucapkan paling lawan sebagai Ketum partai Islam dan paham agama dia gk paham Ama SIGE,gibran rakabuming
Gibran menanggulangi anak2 muda diindonesia ternyata hebat 02,gibran rakabuming
Gibran menguasai materi debat sosok anak muda yg hebat karakrernysa tdk banyak bicara tapi prestasi kerja luar biasa  telah dibuktikan membangun solo maju signifikan kalau dibandingkan walikota sebelumnya gibran lebih hebat,gibran rakabuming
Gibran maaf ya kok saya tak percaya ya dengan kata kata nya,gibran rakabuming
"gibran debat nya gila sih, Black horseðŸ”¥",gibran rakabuming
Gibran saya tidak menyangka kalau mas Gibran setegas ini. Saya yakin Allah gatidur untuk melihat calon pemimpin Indonesia. Satu putaran Prabowo Gibran ðŸ¥°ðŸ¥°,gibran rakabuming
Gibran dapat menjawab tantangan kedepan jamannya ITI...Digital Start up dll..ini gak bisa dilakukan oleh orang jadul gak mungkin bisa koordinasi SPT itu,gibran rakabuming
Gibran itu sok Sokan padahal isinya kosong heran kok bisa jadibyaðŸ˜¢,gibran rakabuming
Gibran tidak sopan saat berbicara terlihat dari raut wajahnya,gibran rakabuming
"Gibran ternyata gak spt yg disangka sangka, pernyataannya lugas, tegas, jelas dan cerdas ..",gibran rakabuming
Gibran lebih berkelas omongan nya....yg 2 ..asal bunyi...nggk jelass...dan nggk masuk akal.,gibran rakabuming
Gibran Rakabuming Raka.  ..Rata2 paling unggul pada tanya jawab cawapress....anak muda berpikir lebih praktis dan acktual...mantap Gibran,gibran rakabuming
Gibran Aja Masih Sempat Kasi â¤ eh bapak berdua kehabisan waktu. Manajemen waktu aja buruk.,gibran rakabuming
Gibran jadi contoh anak muda yg lain kreatip,gibran rakabuming
Gibran pemikiran is the best..,gibran rakabuming
GIBRAN TAK SOPAN DALAM DEBAT SEBAB TIDAK TETAP DI PODIUM,gibran rakabuming
"Gibran memang ok dlm berdebat soal ekonomi indonesia maju,cak imin d ksh pertanyaan SGIE aja ga ngerti katanya ketua umum PKB dn lemah debatnya",gibran rakabuming
Gibran tegas .. jawabannya <br>Dan ada juga pembahasan ahli blokchain dn crypto buat anak muda,gibran rakabuming
Gibran misi jelas TDK koreksi pemerintah,gibran rakabuming
"Gibranlah yg netral dlm penutupan calon wapres TDK pakai teks dan TDK banyak omong,,dibandingkan dgn wakil capres yg lain ..semoga <br>Pasangan prabowa Gibran menang ...hasil kerja dibuktikan setelah amanah sudah dipundak...",gibran rakabuming
"Gibran: terima kasih memberikan kesempatan. No dude, you are making your way up there using you daddy&#39;s power. So, no. Skip dulu.",gibran rakabuming
Gibran sangat cerdik dan sangat jelas misi nya bersama prabowo.,gibran rakabuming
Gibran itu gak faham debat,gibran rakabuming
"Gibran kok ga nyambung ya? Disuruh menanggapi kok jawab yg lain, ga ada Tek Tokannya ðŸ˜‚ debat kan antara setuju dan tidak setuju disertai alasan argumen dll",gibran rakabuming
"Gibran bkn hanya senang difahami,tpi dia dgn tenang menjawab dan memberi soalanÂ²nya..jelas seseorang yg cerdas..rugi kalau tidak pilih anak muda yg berfikiran kehadapan..",gibran rakabuming
Gibran penyampaian nya mungkin lebih milenial jadi sya lebih paham dari pada kedua bapak itu ribet banget berbelit2,gibran rakabuming
Gibran vibe anak muda banget keinget jaman debat presma kampus pasti sedia kertas ama pulpen buat nyatet2 gak kek orang tua kolot yang sok tau asal jawab aja padahal gak sesuai argumen ama pertanyaannya makanya kalo gak nyantol di pikiran tuh minimal di catet biar bisa di asal ulang pas udah keluar dari gedung haha,gibran rakabuming
Gibran saja yang jelas omongan nya..yang lain muter2...all in Prabowo Gibran bismillah,gibran rakabuming
Gibran sat set iq nya tinggi cerdas,gibran rakabuming
"Gibran cuma omongan manis saja, kenyataannya selama Jokowi ayahnya menjabat banyak masyarakat menderita. Barang mahal, pajak mahal, BBM mahal, listrik mahal. Kasih sumbangan sama masyarakat ngutang sama negara lain. Apanya yang hebat kalau rakyat sengsara",gibran rakabuming
"Gibran bicara Nikel? Dia tau gak setiap usaha memiliki badan usaha. Bicara nikel, siapa yang punya saham badan usaha Nikel. brp % untuk rakyat itupun melalui negara, berapa % punya individu/kelompok? Jadi sudah betul kata pak Mahfud, &quot;Jangan sampai kekayaan itu beredar di antar bbrp orang saja.&quot; Ini bukan soal nikel atau apa. Ini soal siapa diuntungkan dan dimana Anda menempatkan rakyat? cuma jadi penerima makan siang? heloow enak banget hidup dg fasilitas negara.",gibran rakabuming
"Gibran itu emang pinter, dari awal ngikuti pas jadi wali kota Solo, program nya bagus, teralisasi, inovatif. Meskipun anak muda yang katanya belum banyak pengalaman, tapi LIHAT LAH KERJA NYATA NYAAA !!!",gibran rakabuming
"Gibran halu, prestasinya gak ada gimana mau percaya, yang ada omong doang. Hilirisasi meningkat, uangnya kemana? Ko urang negara meningkat.",gibran rakabuming
Gibran kurang akhlak sama pak mahfud yg orang tua,gibran rakabuming
"Gibran santun nya sudah sangat baik. Kelihatan dari kata pembuka dan penutupnya hanya beliau meskipun anak muda dibandingkan dua orang tua disebelahnya.<br> Dan hanya Gibran yg ngak pakai contekan, gimana kalau terpilih nanti baru debat aja udah pakai contekan...ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚<br>Salam anak muda.<br>Generasi emas bangsa.",gibran rakabuming
"Gibran dan pak mahfud terlihat kecerdasan nya,,, si imin mah cuma ngikutin cara menata kata anis",mahfud md
Ngomong aja gabisa jawab fud mahfud wkwk,mahfud md
Mahfud md...sama bahasanya dengan anies....persis.pinter ngomong doang legak lengok.biasanya orang seperti ini bersifat bodo amat terhadap yg lain.melihat rakyat hanya sedang dan yg paling tinggi yg di tangapi yg kecil...tinggalkan.masih mauðŸ˜‚ðŸ˜‚ðŸ˜‚,mahfud md
"Percuma cak imin sama pak gibran ngomongin program  bagus,masalah&quot;di dlm negara,, tapi meraka gk paham akar masalahnya.<br>Menurut saya  Paling relevan si visi misi Pak mahfud, kalo mau maju indonesia harus bersih dulu dari ancaman pelaku koruptor, kalo dpikir pikir, mau berapapun anggaran yg di berikan pemerintah untuk membangun bangsa, kalo pelaku koruptonya masi ada gk bakalan bisa tercapai program&quot;nya,<br><br>Kalo masyarakatnya cerdas dan berpikir kritis ke depan pasti milih Pak Mahfud MD",mahfud md
"Tp butuh nya Indonesia ini bukan sekedar CAWAPRES yg pinter NGOMONG. Butuh nya yg punya Trade Record bagus, hasil kerja nya ada.. dan punya wibawa. Salute sih sama pak Mahfud ðŸ¤ŸðŸ¤Ÿ",mahfud md
